,Name,Product,ML115_Empty_12-6hr,ML115_Empty_24-12hr,ML115_Empty_24-6hr,ML115_TE_12-6hr,ML115_TE_24-12hr,ML115_TE_24-6hr,LAR1_Empty_12-6hr,LAR1_Empty_24-12hr,LAR1_Empty_24-6hr,LAR1_TE_12-6hr,LAR1_TE_24-12hr,LAR1_TE_24-6hr
b0905,ycaO,ribosomal protein S12 methylthiotransferase accessory factor,2.954573053,1.544515363,4.499088416,-3.419650367,-5.230273151,-8.649923518,-7.641740843,3.311051994,-4.330688849,7.050414465,-9.79536934,-2.744954875
b0906,ycaP,UPF0702 family putative inner membrane protein,0.980421328,-0.034508211,0.945913118,0.462239663,0.126935448,0.589175111,-0.0463546,0.044723728,-0.001630872,-1.126853601,2.776074123,1.649220522
b0907,serC,3-phosphoserine/phosphohydroxythreonine aminotransferase,0.258921988,-1.561803845,-1.302881857,-2.010444786,-0.46519111,-2.475635896,0.528584531,1.653576172,2.182160704,-2.545786736,0.519425541,-2.026361195
b0908,aroA,5-enolpyruvylshikimate-3-phosphate synthetase,-6.413366271,1.231882324,-5.181483947,-9.330806124,4.164387573,-5.166418551,-6.89065884,-3.593713283,-10.48437212,-2.777110773,-6.598268676,-9.375379449
b0909,ycaL,putative peptidase-related chaperone,-1.899100615,0.3045743,-1.594526315,-1.706527497,13.22090922,11.51438172,0.348506168,-2.010960793,-1.662454626,0.846657488,4.634479792,5.48113728
b0910,cmk,cytidylate kinase,2.391714978,2.481555072,4.873270049,-1.226114831,1.703014773,0.476899942,0.721486917,2.488425331,3.209912248,-4.709053284,3.730140669,-0.978912615
b0911,rpsA,30S ribosomal subunit protein S1,-15.64268936,6.102972893,-9.53971647,-4.877871522,-36.73746149,-41.61533301,-9.093678578,-7.021713755,-16.11539233,-6.32452724,-0.044463552,-6.368990793
b0912,ihfB,"integration host factor (IHF), DNA-binding protein, beta subunit",1.199474293,-1.328513206,-0.129038913,4.709784806,-10.97862265,-6.268837845,-0.09574822,-3.097871138,-3.193619358,0.765985508,-2.461133039,-1.695147531
b0913,ycaI,ComEC family inner membrane protein,-8.810695267,-1.739528775,-10.55022404,-16.40387587,-2.893426555,-19.29730243,-13.99619068,-3.179161985,-17.17535267,0.05774037,-8.1876269,-8.12988653
b0914,msbA,fused lipid transporter subunits of ABC superfamily: membrane component/ATP-binding component,4.995993818,-6.043704208,-1.04771039,-18.88816286,4.49257884,-14.39558402,-8.62254523,-5.084710922,-13.70725615,-4.399763556,3.267997025,-1.131766531
b0915,lpxK,lipid A 4'kinase,-0.434652862,0.511111651,0.076458789,-0.542983169,4.66250273,4.119519561,-0.538010119,2.148690084,1.610679964,-0.216908448,-0.109235724,-0.326144172
b0916,ycaQ,DUF1006 family protein with C-terminal wHTH domain,3.50543593,0.880920986,4.386356916,-2.804702629,2.438653249,-0.36604938,5.594664376,3.473277389,9.067941765,1.549210968,-0.749369778,0.79984119
b0917,ycaR,"peroxide and acid resistance protein, UPF0434 family",-1.431152303,1.393998331,-0.037153973,-0.697983559,-3.502530454,-4.200514013,0.511590724,0.057463948,0.569054671,0.70242915,-0.79509849,-0.09266934
b0918,kdsB,3-deoxy-manno-octulosonate cytidylyltransferase,-2.640830053,1.41314085,-1.227689203,1.932330876,-3.719408705,-1.787077829,0.430814214,-0.732722111,-0.301907898,8.189836086,-7.198656993,0.991179093
b0919,ycbJ,protein kinase-like domain protein,-21.80158243,7.458325345,-14.34325708,-18.81616699,0.298426065,-18.51774093,-6.431474885,-1.142937863,-7.574412748,-0.990045602,5.857436158,4.867390555
b0920,ycbC,DUF218 superfamily protein,-555.7144272,-53.52627573,-609.2407029,9.608339875,-400.2532879,-390.644948,-34.98626643,-54.61462232,-89.60088875,156.1049855,-272.0981608,-115.9931753
b0921,smtA,putative S-adenosyl-L-methionine-dependent methyltransferase,1.312186739,-2.274667745,-0.962481006,0.327626583,-2.656021443,-2.32839486,0.601021398,-1.923763052,-1.322741654,0.880405869,-2.009677562,-1.129271693
b0922,mukF,"chromosome condensin MukBEF, kleisin-like subunit, binds calcium",1.068438583,-1.31963047,-0.251191887,-0.688562038,0.991636552,0.303074514,0.329320543,0.774260419,1.103580962,-1.686489735,0.822140164,-0.864349571
b0923,mukE,"chromosome condensin MukBEF, MukE localization factor",-0.569097346,-0.748204123,-1.317301468,-0.17832663,-0.977676345,-1.156002975,0.339591143,0.881488646,1.221079789,0.352194606,-1.264949202,-0.912754596
b0924,mukB,"chromosome condensin MukBEF, ATPase and DNA-binding subunit",-0.36320606,-19.42557741,-19.78878347,-37.04985303,-9.940212268,-46.9900653,18.34174515,-7.77692859,10.56481656,-4.860799988,-5.42485937,-10.28565936
b0925,ldtD,"murein L,D-transpeptidase",15.25279796,-0.21251912,15.04027884,6.951459085,-1.840187898,5.111271188,-3.936043568,6.658400698,2.72235713,-12.04355639,4.582781558,-7.460774827
b0926,ycbK,M15A protease-related family periplasmic protein,5.022274135,-1.210134539,3.812139596,0.14932486,1.914406572,2.063731432,-12.21677877,3.863720699,-8.353058069,4.679177753,-8.586888438,-3.907710685
b0927,ycbL,putative metal-binding enzyme,2.274589535,-8.072582173,-5.797992638,3.16948553,-3.418783359,-0.249297829,-5.10025992,-12.12495989,-17.22521981,-7.928708885,0.947063887,-6.981644998
b0928,aspC,"aspartate aminotransferase, PLP-dependent",13.77978936,1.755415743,15.5352051,2.912304465,96.17838781,99.09069227,-43.92323455,0.580927108,-43.34230744,-20.20077904,140.0170631,119.816284
b0929,ompF,outer membrane porin 1a (Ia;b;F),23.36208163,-26.89270033,-3.5306187,19.48794519,-0.358002458,19.12994273,-1.095055408,-5.161740523,-6.25679593,-25.76814655,32.81394056,7.04579401
b0930,asnS,asparaginyl tRNA synthetase,24.62962447,3.080976318,27.71060078,-12.63554516,19.09424963,6.458704465,-87.82355051,44.98330636,-42.84024415,-123.9899393,-8.189520198,-132.1794595
b0931,pncB,nicotinate phosphoribosyltransferase,-12.43465715,-4.68338286,-17.11804001,-3.0004669,-0.376017148,-3.376484048,-6.274420988,10.53129135,4.256870358,-20.61124984,-9.420414085,-30.03166392
b0932,pepN,aminopeptidase N,12.13923774,-0.317276662,11.82196108,5.244263288,-13.4181665,-8.173903213,4.00393592,0.570928972,4.574864893,6.828633108,7.466622573,14.29525568
b0933,ssuB,alkanesulfonate transporter subunit,-29.08532216,-7.941335688,-37.02665785,32.20701433,-26.11890845,6.088105878,15.75557395,13.70080802,29.45638196,3.642491745,-4.929542938,-1.287051193
b0934,ssuC,putative alkanesulfonate transporter subunit,-0.730996291,0.348150895,-0.382845396,-0.900471821,3.119410733,2.218938912,-0.037628623,7.704823328,7.667194705,1.092989743,-0.747694781,0.345294962
b0935,ssuD,"alkanesulfonate monooxygenase, FMNH(2)-dependent",5.272176357,-2.782887886,2.489288472,31.41908341,45.44501503,76.86409844,-0.383112271,13.1081441,12.72503183,19.44828167,213.9834683,233.43175
b0936,ssuA,"aliphatic sulfonate binding protein, SsuABC ABC transporter",1.114130067,-1.437451747,-0.323321681,0.356322241,8.037444305,8.393766546,1.851563224,5.070581021,6.922144245,8.748098895,44.94331723,53.69141612
b0937,ssuE,NAD(P)H-dependent FMN reductase,-4.921484213,-19.43871574,-24.36019995,-5.141530758,-16.23775339,-21.37928415,7.049608173,-6.824740273,0.2248679,18.87257455,-12.26425576,6.608318795
b0938,elfA,laminin-binding fimbrin subunit,-0.108402111,1.684941441,1.57653933,-0.293340721,-0.599324777,-0.892665498,1.224424449,-0.653991332,0.570433117,1.829370766,-2.955740164,-1.126369398
b0939,elfD,putative periplasmic pilin chaperone,-1.979175689,-0.268591561,-2.247767249,5.564941597,-2.792166384,2.772775213,-3.066258346,0.613122349,-2.453135997,-7.38799673,0.35314745,-7.03484928
b0940,elfC,putative outer membrane fimbrial subunit export usher protein,10.70035696,-9.75739155,0.942965405,-4.580436758,10.096735,5.516298238,6.625339463,2.140387785,8.765727248,0.81890555,5.157350795,5.976256345
b0941,elfG,putative fimbrial-like adhesin protein,-12.77290225,7.177967095,-5.594935153,-7.630250113,-1.393140759,-9.023390872,-8.37677343,1.973735882,-6.403037549,3.73816912,-10.03700807,-6.298838955
b0942,ycbU,putative fimbriae protein,-0.202759376,0.286133533,0.083374157,1.105640055,-0.827830156,0.277809899,-1.262059942,0.56098846,-0.701071482,-0.412282982,-0.87633882,-1.288621803
b0943,ycbV,putative fimbrial-like adhesin protein,0.358525643,-1.745855536,-1.387329893,1.250765605,-1.363821301,-0.113055696,-1.132379163,0.184164871,-0.948214292,-1.887571573,-1.052779774,-2.940351347
b0944,ycbF,putative periplasmic pilin chaperone,-45.85355189,-14.40202379,-60.25557567,-23.89697307,-35.76913376,-59.66610684,8.51476499,-9.728507258,-1.213742268,-1.781283763,-27.41027965,-29.19156342
b0945,pyrD,"dihydro-orotate oxidase, FMN-linked",4.70787364,-2.623248773,2.084624867,0.102870574,3.491807462,3.594678036,-3.016341275,0.448135183,-2.568206092,0.956020629,-2.591850518,-1.635829889
b0946,zapC,FtsZ stabilizer,-8.496640078,3.41115471,-5.085485368,-17.28839958,-14.76907486,-32.05747443,-9.841550192,-2.646912241,-12.48846243,-8.457598466,-6.583270336,-15.0408688
b0947,ycbX,6-N-hydroxylaminopurine detoxification oxidoreductase,54.64999623,29.80267223,84.45266845,-74.26122866,44.96321403,-29.29801463,-118.6991814,-4.7723283,-123.4715097,-28.7964223,-94.7099634,-123.5063857
b0948,rlmL,"fused 23S rRNA m(2)G2445 and m(7)G2069 methyltransferase, SAM-dependent",17.52383483,1.315396875,18.83923171,-5.89077658,5.70827816,-0.18249842,9.26903949,6.579845525,15.84888502,0.33737496,10.6947615,11.03213646
b0949,uup,putative transporter subunit of ABC superfamily: ATP-binding component,4.0456859,2.420679454,6.466365354,1.428611053,-4.445513609,-3.016902556,7.189605054,4.73380564,11.92341069,1.123663075,-1.451343027,-0.327679952
b0950,pqiA,"paraquat-inducible, SoxRS-regulated inner membrane protein",4.780511943,0.440614961,5.221126903,2.711632423,5.954064203,8.665696626,4.763350426,3.655598481,8.418948907,-1.013160889,4.09558102,3.082420131
b0951,pqiB,"paraquat-inducible, SoxRS-regulated MCE domain protein",3.878711436,1.205615169,5.084326605,-2.069240356,-0.999205712,-3.068446068,1.864340675,1.344282169,3.208622845,-5.89109906,-0.231648787,-6.122747847
b0952,pqiC,DUF330 family putative lipoprotein,-2.493882945,2.126207952,-0.367674993,-3.662430755,0.044084332,-3.618346424,-30.82806397,5.818793455,-25.00927051,-71.96647985,-1.506463178,-73.47294302
b0953,rmf,ribosome modulation factor,23.40061622,5.192818652,28.59343488,-26.84585278,-101.7331605,-128.5790133,-86.10080115,-27.24609718,-113.3468983,-138.5787168,-8.658161357,-147.2368782
b0954,fabA,beta-hydroxydecanoyl thioester dehydrase,117.5086468,65.57630023,183.084947,383.4018568,85.4082421,468.8100989,40.9163058,69.670161,110.5864668,58.70237027,19.81867325,78.52104352
b0955,ycbZ,putative peptidase,-34.07346633,7.37773655,-26.69572978,60.60160858,59.94713483,120.5487434,14.3011846,-17.45495689,-3.153772287,11.49801143,-8.2713117,3.226699725
b0956,matP,Ter macrodomain organizer matS-binding protein,-1.882934025,-4.7249281,-6.607862125,0.241325081,-7.685648686,-7.444323605,17.86223622,-22.26074829,-4.398512067,12.70104669,-11.92141828,0.779628405
b0957,ompA,outer membrane protein A (3a;II*;G;d),-49.46422232,36.63492285,-12.82929946,98.70659883,-139.7958088,-41.08920995,-51.67854254,11.58492275,-40.09361979,-19.09589062,-21.08213228,-40.17802291
b0958,sulA,SOS cell division inhibitor,7.636852175,42.14751965,49.78437183,2.130761105,108.0215885,110.1523496,-1.081123413,15.50774508,14.42662167,-27.85275511,91.08635823,63.23360312
b0959,sxy,CRP-S-dependent promoter expression factor,-0.618453711,-3.292101757,-3.910555468,-19.81870619,-2.106876839,-21.92558303,-12.58387649,-1.376491633,-13.96036812,-4.209066186,-0.173706284,-4.38277247
b0960,yccS,"putative transporter, FUSC superfamily inner membrane protein, tandem domains",-17.4823183,-11.9292909,-29.4116092,-34.81417027,20.57696652,-14.23720375,111.2243694,2.005583,113.2299524,66.770004,52.0883161,118.8583201
b0961,yccF,DUF307 family inner membrane protein,0.64133998,0.42551392,1.0668539,-0.683055091,2.919751764,2.236696673,4.353661578,-0.228493815,4.125167762,-0.96520268,3.498708123,2.533505443
b0962,helD,DNA helicase IV,-52.31353889,8.27113212,-44.04240677,-2.20524631,-71.88120518,-74.08645149,5.960152825,-0.43929838,5.520854445,-10.81749086,-10.86902746,-21.68651832
b0963,mgsA,methylglyoxal synthase,-25.39058651,-20.5867297,-45.97731621,2.75464973,-12.6970958,-9.942446065,34.84615902,-25.37914425,9.467014768,40.11439309,-29.14463994,10.96975316
b0964,yccT,UPF0319 family protein,13.15539524,-2.589542675,10.56585257,-5.800730737,16.07583065,10.27509991,12.00730585,1.921983653,13.9292895,13.92368957,-0.215652672,13.7080369
b0965,yccU,putative CoA-binding protein,2.686922857,-1.12093767,1.565985187,11.10552682,-5.874220242,5.231306576,-1.463308201,2.025421092,0.562112892,1.867699695,6.49870307,8.366402765
b0966,hspQ,heat shock protein involved in degradation of mutant DnaA; hemimethylated oriC DNA-binding protein,-9.20343082,14.30973294,5.106302118,-8.28967043,0.41251018,-7.87716025,33.80940065,-16.38034508,17.42905557,24.66339411,-24.03738032,0.626013792
b0967,rlmI,"23S rRNA m(5)C1962 methyltransferase, SAM-dependent",2.68466776,-5.13225698,-2.44758922,-17.41757825,-20.77694316,-38.19452141,17.98975224,-7.808726003,10.18102623,20.47183655,-19.4043231,1.067513448
b0968,yccX,weak acylphosphatase,-20.12205944,7.128201868,-12.99385757,-41.57106468,-17.06439395,-58.63545863,-42.63146828,13.27255699,-29.35891129,-7.045555555,-1.012971653,-8.058527208
b0969,tusE,mnm(5)-s(2)U34-tRNA 2-thiolation sulfurtransferase,123.0099699,-7.738745575,115.2712244,26.08778662,-37.10544867,-11.01766205,85.13437056,39.24515955,124.3795301,8.592898115,-25.20804358,-16.61514547
b0970,yccA,"HflBKC-binding inner membrane protein, UPF0005 family",2.268594375,7.039974524,9.308568899,2.812743599,-0.45699682,2.355746779,0.29817112,7.272463121,7.57063424,-0.989601568,-1.771373487,-2.760975055
b0971,serT,Ser tRNA,0.236118466,-0.236118466,0,0,0,0,-0.277678168,0.173263936,-0.104414232,0,0.18436639,0.18436639
b0972,hyaA,"hydrogenase 1, small subunit",2.57450832,-0.532874137,2.041634183,0.847379219,1.368265164,2.215644383,0.076250619,1.430991203,1.507241822,-2.769599073,4.403659544,1.634060471
b0973,hyaB,"hydrogenase 1, large subunit",0.522386693,3.44266951,3.965056203,-6.142268349,2.341011645,-3.801256704,-9.038333678,4.566986288,-4.47134739,2.220228682,2.325905628,4.54613431
b0974,hyaC,"hydrogenase 1, b-type cytochrome subunit",-3.273612465,-2.18252164,-5.456134105,-1.418691051,1.559289632,0.140598581,-1.680437778,0.948023446,-0.732414332,-1.851808814,2.976751568,1.124942755
b0975,hyaD,hydrogenase 1 maturation protease,1.008386272,-2.293370593,-1.28498432,-2.578192527,0.317432963,-2.260759564,3.160754767,-0.034235441,3.126519326,1.521404446,1.117446423,2.638850868
b0976,hyaE,putative HyaA chaperone,-0.801621584,0.257365466,-0.544256118,1.88929083,-0.957621086,0.931669744,0.26883082,0.988423414,1.257254234,-0.420462189,-0.282294664,-0.702756853
b0977,hyaF,protein involved in nickel incorporation into hydrogenase-1 proteins,1.808115654,-1.567413719,0.240701935,-2.579249608,3.419307991,0.840058384,-3.181526273,1.884022509,-1.297503764,-1.336885613,2.327733259,0.990847646
b0978,cbdA,"cytochrome bd-II oxidase, subunit I",8.926297503,-5.569171859,3.357125644,-1.751760869,-4.953469274,-6.705230143,7.775287661,-3.778524205,3.996763456,-2.187605144,6.037991056,3.850385912
b0979,cbdB,"cytochrome bd-II oxidase, subunit II",-1.305116228,-3.275314836,-4.580431064,-1.398151904,-2.955125635,-4.353277538,1.750787906,-5.659437389,-3.908649483,-0.141617628,1.52881361,1.387195983
b4592,cbdX,putative cytochrome bd-II oxidase subunit,0.488461406,-0.735888987,-0.247427581,0.406383999,-0.490075664,-0.083691665,0,0,0,0,0.553099169,0.553099169
b0980,appA,phosphoanhydride phosphorylase,-3.734361359,1.593327227,-2.141034132,-4.98068357,-1.132534289,-6.113217859,-0.183434019,-1.792781048,-1.976215067,-2.298145403,-2.308130113,-4.606275515
b0981,etk,"tyrosine-protein kinase, role in O-antigen capsule formation",23.81903046,15.77244938,39.59147983,-4.254695513,4.943276013,0.6885805,8.729157505,6.356510145,15.08566765,8.62159585,1.546275693,10.16787154
b0982,etp,"Protein-tyrosine-phosphatase, role in O-antigen capsule formation; dephosphorylates Etk-P",0.696514865,-1.53781507,-0.841300205,0.145705334,2.730407808,2.876113142,-0.841805378,1.086979461,0.245174083,3.437860991,-2.255042084,1.182818908
b0983,gfcE,putative O-antigen capsule outer membrane auxillary protein export channel,11.04667313,-10.99817539,0.048497744,2.213224135,-3.000926296,-0.787702161,7.997259844,-2.307975185,5.689284659,7.84719402,-5.884531046,1.962662974
b0984,gfcD,putative O-antigen capsule production periplasmic protein,19.68144288,-19.10331153,0.578131348,10.40766052,15.5375915,25.94525202,7.28475369,-0.882536682,6.402217008,12.71761954,11.06383283,23.78145237
b0985,gfcC,putative O-antigen capsule production periplasmic protein,5.590058582,0.589825386,6.179883968,-0.682074985,6.044382564,5.362307579,-6.711648776,3.298611516,-3.41303726,-3.943014206,9.981854358,6.038840153
b0986,gfcB,O-antigen capsule production lipoprotein,0.459047917,-0.078965869,0.380082048,0.553243766,4.811636401,5.364880166,-1.313301489,2.22529847,0.91199698,-2.86280306,4.300265467,1.437462407
b0987,gfcA,O-antigen capsule production threonine-rich inner membrane protein,-10.18051338,-0.736915772,-10.91742915,13.81133,-11.62139908,2.18993092,-1.154873152,-2.139424018,-3.294297169,2.220232147,3.593222976,5.813455122
b4516,insA,IS1 repressor TnpA,6.638679873,3.76409664,10.40277651,-2.01175406,18.60612436,16.5943703,-92.71056932,4.341265017,-88.3693043,-34.84327678,17.16554883,-17.67772795
b0988,insB1,IS1 transposase B,28.9478729,-49.72524505,-20.77737215,-19.6592544,26.07546695,6.41621255,-106.1684129,-28.3618527,-134.5302656,-54.40050378,-22.0484081,-76.44891188
b0989,cspH,"stress protein, member of the CspA-family",-5.974093325,-0.656630327,-6.630723651,5.377822005,24.63196958,30.00979158,-3.498860356,1.435259667,-2.063600689,-3.45001207,-2.287299334,-5.737311404
b0990,cspG,"cold shock protein homolog, cold-inducible",-2.217119663,0.039669733,-2.17744993,1.149329104,0.514099571,1.663428675,0.079988077,-0.8748114,-0.794823323,1.294133411,-1.925165879,-0.631032468
b0991,ymcE,cold shock gene,-10.21571403,0.293476286,-9.922237743,-1.204350592,0.361195708,-0.843154884,0.40788491,-0.317700389,0.090184521,2.691424014,-2.782312585,-0.090888571
b4517,gnsA,putative phosphatidylethanolamine synthesis regulator,-7.334744308,0,-7.334744308,-1.849801861,0,-1.849801861,-0.696237272,0.561225736,-0.135011536,2.453244682,-2.759244905,-0.306000223
b0992,yccM,putative 4Fe-4S membrane protein,-8.10721865,-3.024844572,-11.13206322,2.010852563,3.439526155,5.450378717,-29.25365959,-2.2891746,-31.54283419,-30.54198948,-3.174568761,-33.71655824
