,Name,Product,ML115_Empty_6hr_1,ML115_Empty_6hr_2,ML115_Empty_6hr_3,ML115_Empty_6hr_4,ML115_Empty_12hr_1,ML115_Empty_12hr_2,ML115_Empty_12hr_3,ML115_Empty_12hr_4,ML115_Empty_24hr_1,ML115_Empty_24hr_2,ML115_Empty_24hr_3,ML115_Empty_24hr_4,ML115_TE_6hr_1,ML115_TE_6hr_2,ML115_TE_6hr_3,ML115_TE_6hr_4,ML115_TE_12hr_1,ML115_TE_12hr_2,ML115_TE_12hr_3,ML115_TE_12hr_4,ML115_TE_24hr_1,ML115_TE_24hr_2,ML115_TE_24hr_3,ML115_TE_24hr_4,LAR1_Empty_6hr_1,LAR1_Empty_6hr_2,LAR1_Empty_6hr_3,LAR1_Empty_6hr_4,LAR1_Empty_12hr_1,LAR1_Empty_12hr_2,LAR1_Empty_12hr_3,LAR1_Empty_12hr_4,LAR1_Empty_24hr_1,LAR1_Empty_24hr_2,LAR1_Empty_24hr_3,LAR1_Empty_24hr_4,LAR1_TE_6hr_1,LAR1_TE_6hr_2,LAR1_TE_6hr_3,LAR1_TE_6hr_4,LAR1_TE_12hr_1,LAR1_TE_12hr_2,LAR1_TE_12hr_3,LAR1_TE_12hr_4,LAR1_TE_24hr_1,LAR1_TE_24hr_2,LAR1_TE_24hr_3,LAR1_TE_24hr_4
b0555,rrrD,DLP12 prophage; putative lysozyme,9.328727301,9.075634455,7.659623666,10.81016584,23.64609958,24.28190257,27.77212826,17.94500337,20.12460054,10.22593215,22.34839756,18.97852439,23.61854408,12.5040375,23.27340182,24.1410554,1.750780298,11.16544938,4.524338735,7.188801933,28.00464502,22.10828452,30.10902857,19.75705727,30.44939219,17.79191559,16.66069007,19.55305575,17.38306664,10.26335103,8.103779118,11.59989914,9.12782715,11.60388977,15.14649427,9.702780436,19.17150122,10.99274084,14.92023925,12.55819345,17.04281481,21.1285105,11.3688784,13.22351646,11.69398402,19.17410452,12.44304166,23.25935235
b0556,rzpD,DLP12 prophage; putative murein endopeptidase,51.82626279,49.00842606,52.6599127,63.77997845,11.82304979,13.59786544,11.31457077,7.555790894,10.59189502,9.203338933,17.38208699,13.98417587,47.23708816,48.45314532,49.28485092,41.57626207,5.252340895,9.570385186,15.83518557,11.50208309,8.523152833,11.05414226,5.018171429,6.174080396,43.04914068,37.67699772,46.6499322,39.1061115,4.534713036,4.398579013,9.454408971,6.524943269,20.53761109,11.60388977,12.87452013,10.39583618,18.43413579,19.23729647,17.63301002,16.25177976,19.17316667,17.16691478,14.04390861,18.26104654,5.457192542,8.112121145,4.147680552,5.427182216
b4510,rzoD,DLP12 prophage; putative lipoprotein,32.13228293,28.13446681,30.63849466,29.18744776,3.546914938,6.798932721,6.171584058,5.666843171,4.236758008,5.112966074,7.449465853,7.99095764,28.67966067,21.88206563,30.11852,20.11754616,1.750780298,7.975320988,11.31084684,5.751041547,3.652779786,4.912952115,3.763628572,1.234816079,16.79966466,20.9316654,27.76781679,24.98446012,3.023142024,2.932386008,5.402519412,2.17498109,9.888479413,4.641555906,6.058597707,5.544445963,12.53521234,9.618648237,9.494697703,9.603324402,13.49222839,10.56425525,9.362605737,10.70475142,3.118395738,3.687327793,0.82953611,3.10124698
b0557,borD,DLP12 prophage; putative lipoprotein,0,0,0,0,1.182304979,0,0,0,1.059189502,1.022593215,0,0,1.687038863,0,4.10707091,1.341169744,1.750780298,0,2.262169367,0,1.217593262,4.912952115,11.29088572,2.469632159,6.299874246,1.04658327,3.332138014,2.17256175,3.023142024,0,0.675314926,0.724993697,2.281956788,2.320777953,0,2.079167236,3.686827158,2.748185211,2.034578079,1.477434523,4.260703704,2.641063812,5.350060421,2.518765039,1.559197869,2.949862235,4.147680552,4.65187047
b0558,ybcV,DLP12 prophage; uncharacterized protein,3.109575767,1.815126891,4.787264791,3.243049752,1.182304979,1.942552206,1.028597343,2.833421585,0,0,4.966310569,3.99547882,15.18334977,0,8.214141819,5.364678977,26.26170448,9.570385186,9.04867747,4.31328116,19.48149219,9.825904229,21.32722857,13.58297687,2.099958082,8.372666159,5.553563357,2.17256175,3.023142024,5.864772017,0.675314926,2.17498109,0,0.773592651,0.757324713,3.465278727,1.474730863,0.687046303,7.460119623,5.171020832,28.40469136,19.80797859,26.75030211,22.0391941,4.677593607,2.949862235,1.659072221,1.55062349
b0559,ybcW,DLP12 prophage; uncharacterized protein,12.43830307,23.59664958,18.19160621,20.53931509,4.729219917,9.712761029,7.200181401,0.944473862,5.29594751,1.022593215,7.449465853,10.98756675,11.80927204,20.31906094,15.05926,24.1410554,15.75702269,3.190128395,11.31084684,8.62656232,3.652779786,4.912952115,3.763628572,2.469632159,6.299874246,2.09316654,8.885701372,4.3451235,3.023142024,1.466193004,4.051889559,2.17498109,3.04260905,0,4.54394828,3.465278727,5.898923452,4.809324119,6.103734237,10.34204166,9.941641975,13.20531906,18.05645392,11.96413394,2.338796804,0.737465559,0,1.55062349
b4589,ylcI,"DUF3950 family protein, DLP12 prophage",11.40177781,17.24370546,14.36179437,32.43049752,21.28148963,16.51169375,16.45755749,13.22263406,29.65730606,20.4518643,23.5899752,32.96270026,16.87038863,20.31906094,6.845118183,26.82339488,19.25858328,27.11609136,27.14603241,10.06432271,32.87501807,49.12952115,30.10902857,30.87040198,15.74968562,28.25774829,23.3249661,31.50214537,21.16199417,15.39502654,18.23350301,14.49987393,9.888479413,12.37748242,17.41846841,16.63333789,20.64623208,17.17615757,34.58782735,21.42280059,39.7665679,42.91728695,42.13172582,46.59715323,19.48997336,16.22424229,19.07933054,17.05685839
b0560,nohD,DLP12 prophage; DNA packaging protein,2.073050511,8.168071009,4.787264791,2.162033168,7.093829875,4.856380515,3.085792029,5.666843171,10.59189502,3.067779644,4.966310569,12.98530616,0,6.252018751,1.369023637,0,3.501560597,1.595064198,2.262169367,0,1.217593262,2.456476057,3.763628572,7.408896476,5.249895205,2.09316654,2.221425343,7.603966125,4.534713036,4.398579013,6.077834338,4.349962179,14.45239299,10.83029711,6.81592242,7.6236132,2.212096295,2.748185211,3.390963465,2.954869047,6.391055555,6.602659531,5.350060421,5.037530079,7.016390411,5.899724469,4.147680552,2.325935235
b0564,appY,global transcriptional activator; DLP12 prophage,0,0,0,3.243049752,0,0.971276103,2.057194686,0,0,0,0,0,0,1.563004688,1.369023637,4.023509233,0,0,2.262169367,0,2.435186524,3.684714086,3.763628572,9.878528634,0,1.04658327,2.221425343,0,0,0,4.051889559,1.449987393,3.803261313,0,1.514649427,0,0,0,0,0.738717262,0.710117284,0,1.337515105,0,0,1.474931117,3.318144442,1.55062349
b0565,ompT,DLP12 prophage; outer membrane protease VII (outer membrane protein 3b),26.94965665,43.56304538,27.76613579,29.18744776,13.00535477,1.942552206,1.028597343,1.888947724,1.059189502,3.067779644,4.966310569,1.99773941,6.748155451,4.689014063,6.845118183,10.72935795,8.753901492,4.785192593,11.31084684,10.06432271,12.17593262,30.70595072,30.10902857,23.46150551,14.69970657,14.65216578,4.442850686,10.86280875,4.534713036,2.932386008,4.727204485,6.524943269,6.0852181,0.773592651,3.029298853,2.079167236,8.111019747,8.244555632,4.747348851,11.81947619,7.811290123,5.282127625,12.03763595,10.07506016,2.338796804,4.424793352,2.488608331,4.65187047
b4635,pauD,Xaa tRNA,0,0.907563445,1.914905917,0,0,0,1.028597343,1.888947724,2.118379004,1.022593215,0,0,0,3.126009376,1.369023637,2.682339488,0,0,0,0,1.217593262,0,0,0,0,1.04658327,0,0,0,0,0,1.449987393,0.760652263,1.547185302,0,1.386111491,0,1.374092605,0,0,1.420234568,0.660265953,2.006272658,1.25938252,0.779598935,0,0,0
b0566,envY,porin thermoregulatory transcriptional activator,13.47482832,9.075634455,17.23415325,7.567116087,9.458439834,4.856380515,13.37176546,4.722369309,20.12460054,8.180745718,2.483155284,5.99321823,16.87038863,14.06704219,12.32121273,14.75286719,22.76014388,11.16544938,20.35952431,4.31328116,14.61111914,19.65180846,15.05451429,16.05260903,11.54976945,10.4658327,12.21783939,14.12165137,7.55785506,12.46264054,6.753149265,7.249936965,11.40978394,6.188741208,9.845221273,13.16805916,13.27257777,19.23729647,7.460119623,14.03562797,10.65175926,13.86558501,14.04390861,12.5938252,8.57558828,11.06198338,14.10211388,11.62967618
b0567,ybcH,PRK09936 family protein,4.146101023,6.352944118,9.574529583,5.405082919,26.01070954,15.54041765,19.54334952,11.33368634,13.76946353,8.180745718,18.62366463,9.988697049,6.748155451,0,1.369023637,6.705848721,8.753901492,4.785192593,4.524338735,20.12864541,10.95833936,12.28238029,7.527257144,12.34816079,14.69970657,11.51241597,15.5499774,16.29421312,11.33678259,14.66193004,16.20755824,22.47480459,23.58022014,25.52855748,15.90381898,18.01944938,16.22203949,17.86320387,21.02397348,13.29691071,11.36187654,18.48744669,15.38142371,15.11259024,17.15117656,14.01184561,14.93164999,10.85436443
b0568,nfrA,"bacteriophage N4 receptor, outer membrane subunit",38.35143446,37.21010126,39.25557129,51.88879603,44.92758921,53.42018566,22.62914155,34.94553289,27.53892705,29.65520323,34.76417398,35.95930938,47.23708816,23.44507032,26.01144909,36.21158309,22.76014388,31.90128395,22.62169367,24.44192657,38.96298438,39.30361692,25.09085715,32.10521806,40.9491826,46.04966388,41.09636884,32.58842625,38.54506081,41.78650062,35.7916911,39.87465331,51.72435385,36.3588546,31.80763796,32.57362003,47.92875305,48.78028749,56.28999352,39.15201487,36.92609876,53.4815422,62.1944524,52.89406583,65.4863105,60.47217581,61.38567218,78.30648625
b0569,nfrB,"bacteriophage N4 receptor, inner membrane subunit",19.69397986,25.41177647,27.76613579,24.86338143,49.65680913,35.93721581,32.91511498,35.89000675,43.42676958,38.85854216,43.45521748,35.95930938,25.30558294,31.26009376,30.11852,20.11754616,36.76638627,43.06673334,24.88386304,28.75520773,37.74539112,31.93418875,28.85448572,54.33190749,32.54935027,14.65216578,27.76781679,24.98446012,36.27770429,38.85411461,32.41511647,39.87465331,41.07522218,33.26448399,26.50636497,34.65278727,14.74730863,28.85594471,16.95481733,16.99049702,23.43387037,25.09010622,14.04390861,26.44703291,36.64114992,37.61074349,41.47680552,30.23715806
b0570,cusS,"sensory histidine kinase in two-component regulatory system with CusR, senses copper ions",37.31490921,36.30253782,31.59594762,32.43049752,54.38602904,82.55846875,70.97321667,65.16869646,73.08407564,71.58152504,70.76992561,49.94348525,23.61854408,28.13408438,30.11852,30.84690412,52.52340895,22.33089877,85.96243596,64.6992174,74.27318897,68.78132961,36.38174286,55.56672357,29.39941315,28.25774829,33.32138014,28.24330275,51.39341441,49.85056214,57.40176875,53.64953354,43.35717896,48.73633701,49.98343108,47.82084643,33.91880985,37.10050034,43.40433235,27.33253868,34.79574691,48.85968053,50.825574,44.07838819,37.42074886,47.19779575,45.62448608,44.96808121
b0571,cusR,response regulator in two-component regulatory system with CusS,2.073050511,2.722690336,3.829811833,4.324066335,4.729219917,4.856380515,8.228778744,3.777895447,11.65108452,7.158152504,8.691043495,11.98643646,1.687038863,0,0,2.682339488,8.753901492,3.190128395,2.262169367,1.437760387,10.95833936,3.684714086,15.05451429,2.469632159,7.349853287,4.18633308,8.885701372,5.431404375,3.023142024,3.665482511,8.779094044,5.799949572,9.12782715,3.094370604,7.573247133,4.158334472,5.161558021,6.870463027,7.460119623,10.34204166,0.710117284,2.641063812,1.337515105,2.518765039,9.355187215,10.32451782,13.27257777,13.18029967
b0572,cusC,"copper/silver efflux system, outer membrane component",10.36525256,8.168071009,13.40434142,14.05321559,4.729219917,13.59786544,12.34316812,17.00052951,5.29594751,16.36149144,16.14050935,21.97513351,5.061116588,3.126009376,8.214141819,2.682339488,7.003121194,3.190128395,2.262169367,11.50208309,15.8287124,25.7929986,13.79997143,13.58297687,13.64972753,15.69874905,23.3249661,9.776527874,13.60413911,13.19573704,21.61007765,19.57482981,20.53761109,24.75496483,19.69044255,18.71250513,20.64623208,19.92434278,15.59843194,13.29691071,21.30351852,15.18611692,19.39396903,13.22351646,21.82877017,19.91157008,18.24979443,21.70872886
b0573,cusF,periplasmic copper- and silver-binding protein,1.036525256,1.815126891,0,6.486099503,2.364609958,0.971276103,2.057194686,2.833421585,7.414326514,2.04518643,1.241577642,3.99547882,8.435194314,1.563004688,5.476094546,1.341169744,1.750780298,1.595064198,0,1.437760387,6.087966309,1.228238029,3.763628572,2.469632159,3.149937123,7.326082889,2.221425343,3.258842625,0,2.932386008,4.727204485,1.449987393,3.04260905,3.094370604,4.54394828,2.772222982,0.737365432,1.374092605,2.712770772,2.216151785,2.130351852,0.660265953,2.675030211,3.778147559,3.897994673,1.474931117,0.82953611,0.775311745
b0574,cusB,"copper/silver efflux system, membrane fusion protein",5.182626279,2.722690336,7.659623666,7.567116087,2.364609958,9.712761029,2.057194686,2.833421585,6.355137012,9.203338933,9.932621138,11.98643646,0,3.126009376,1.369023637,5.364678977,7.003121194,3.190128395,4.524338735,4.31328116,2.435186524,0,3.763628572,4.939264317,4.199916164,3.13974981,4.442850686,7.603966125,6.802069554,8.797158025,2.701259706,7.249936965,11.40978394,10.83029711,9.845221273,18.71250513,5.898923452,6.870463027,6.78192693,8.125889879,5.680938271,13.20531906,3.343787763,5.667221339,10.13478615,4.424793352,8.295361105,3.876558725
b0575,cusA,"copper/silver efflux system, membrane component",14.51135358,17.24370546,10.53198254,14.05321559,9.458439834,21.36807426,15.42896014,20.77842496,12.71027402,20.4518643,7.449465853,16.98078498,16.87038863,9.378028127,2.738047273,18.77637642,7.003121194,6.380256791,13.5730162,10.06432271,29.22223828,17.1953324,11.29088572,9.878528634,18.89962274,23.02483194,21.10354076,18.46677487,15.11571012,18.32741255,24.98665228,13.04988654,24.3408724,31.71729869,31.05031325,44.35556771,24.33305924,21.98548169,31.87505657,20.68408333,24.14398765,28.39143598,23.40651434,22.0391941,35.08195206,22.86143232,29.86329998,34.88902853
b0576,pheP,phenylalanine transporter,82.92202046,65.34456807,44.04283608,43.24066335,42.56297925,42.73614853,31.88651763,37.77895447,38.13082207,24.54223716,39.73048455,30.96496085,45.5500493,31.26009376,47.91582728,45.5997713,45.52028776,52.63711852,83.7002666,57.51041547,94.97227443,100.7155184,99.10888572,67.91488436,47.24905685,43.95649734,42.20708152,45.62379675,45.34713036,42.51959712,39.16826574,37.69967222,43.35717896,58.79304148,36.35158624,45.7416792,58.25186909,40.53573186,43.40433235,50.2327738,55.38914815,44.23781886,56.17563442,53.52375709,86.53548174,92.18319483,76.31732216,81.40773323
b0577,ybdG,"mechanosensitive channel protein, miniconductance",13.47482832,10.89076135,7.659623666,11.89118242,26.01070954,26.22445478,26.74353092,22.66737268,45.54514859,50.10706753,45.93837276,37.95704879,10.12223318,17.19305157,21.90437818,10.72935795,35.01560597,27.11609136,27.14603241,15.81536425,42.61576417,47.90128312,33.87265715,44.45337885,30.44939219,34.53724791,33.32138014,15.20793225,8.313640566,13.19573704,16.20755824,13.77488023,25.10152466,22.43418688,14.38916955,29.10834131,25.8077901,33.66526883,32.55324927,30.28740773,12.07199383,9.243723343,14.71266616,11.96413394,18.71037443,6.637190028,15.7611861,18.60748188
b0578,nfsB,"dihydropteridine reductase, NAD(P)H-dependent, oxygen-insensitive",10.36525256,9.075634455,12.44688846,8.648132671,20.09918465,24.28190257,18.51475217,14.16710793,28.59811656,19.42927108,18.62366463,17.97965469,6.748155451,1.563004688,10.95218909,4.023509233,15.75702269,30.30621975,15.83518557,12.93984348,48.70373047,47.90128312,33.87265715,30.87040198,14.69970657,19.88508213,13.32855206,5.431404375,7.55785506,13.19573704,13.50629853,7.974930662,17.49500204,20.11340893,24.99171554,13.86111491,6.636288884,8.244555632,9.494697703,12.55819345,15.62258025,8.58345739,9.362605737,12.5938252,31.18395738,23.59889788,31.5223722,24.0346641
b0579,ybdF,DUF419 family protein,3.109575767,3.630253782,0.957452958,2.162033168,1.182304979,0.971276103,2.057194686,1.888947724,4.236758008,1.022593215,0,4.994348525,1.687038863,1.563004688,4.10707091,1.341169744,0,1.595064198,2.262169367,2.875520773,8.523152833,7.369428172,2.509085715,2.469632159,1.049979041,1.04658327,6.664276029,1.086280875,0,5.864772017,0.675314926,1.449987393,1.521304525,3.094370604,2.27197414,2.772222982,2.949461726,2.061138908,0.678192693,4.43230357,0.710117284,3.301329765,5.350060421,2.518765039,6.236791476,5.162258911,4.147680552,6.977805706
b0580,ybdJ,DUF1158 family putative inner membrane protein,1.036525256,0.907563445,0,1.081016584,1.182304979,0,0,0.944473862,0,1.022593215,0,0.998869705,3.374077726,0,0,0,0,3.190128395,4.524338735,0,4.870373047,2.456476057,1.254542857,3.704448238,2.099958082,7.326082889,1.110712671,1.086280875,0.755785506,0.733096502,0.675314926,1.449987393,1.521304525,1.547185302,2.27197414,2.772222982,2.212096295,0,1.356385386,1.477434523,2.840469136,3.961595719,1.337515105,1.25938252,3.118395738,2.949862235,3.318144442,2.325935235
b0581,ybdK,weak gamma-glutamyl:cysteine ligase,9.328727301,9.9831979,7.659623666,3.243049752,7.093829875,13.59786544,8.228778744,9.444738618,10.59189502,20.4518643,14.89893171,21.97513351,6.748155451,6.252018751,12.32121273,14.75286719,8.753901492,14.35557778,11.31084684,21.5664058,14.61111914,6.141190143,12.54542857,16.05260903,24.14951794,18.83849886,14.43926473,20.63933662,18.89463765,13.19573704,11.48035375,15.22486763,12.93108846,21.66059423,17.41846841,24.95000683,11.06048147,18.55025017,11.52927578,19.94536607,9.231524691,15.84638287,11.3688784,13.22351646,22.6083691,11.06198338,19.90886665,18.60748188
b4700,sokE,-,1.036525256,0.907563445,2.872358875,0,2.364609958,2.913828309,2.057194686,2.833421585,0,0,1.241577642,0,1.687038863,1.563004688,2.738047273,2.682339488,3.501560597,4.785192593,2.262169367,1.437760387,0,0,2.509085715,1.234816079,2.099958082,4.18633308,3.332138014,1.086280875,0.755785506,1.466193004,0.675314926,2.17498109,0.760652263,0.773592651,1.514649427,0.693055745,1.474730863,2.748185211,2.034578079,2.216151785,1.420234568,3.301329765,2.006272658,1.25938252,0,0.737465559,0.82953611,0
b4415,hokE,"toxic polypeptide, small",3.109575767,0,0,0,0,2.913828309,4.114389372,2.833421585,1.059189502,2.04518643,6.207888211,0.998869705,1.687038863,3.126009376,0,0,0,3.190128395,4.524338735,0,1.217593262,2.456476057,3.763628572,1.234816079,4.199916164,2.09316654,0,1.086280875,0,0.733096502,1.350629853,0,3.04260905,3.094370604,0.757324713,3.465278727,2.212096295,2.061138908,1.356385386,3.693586309,0,1.320531906,1.337515105,0.62969126,0.779598935,0.737465559,1.659072221,3.10124698
b0582,insL1,IS186 transposase,104.6890508,117.0756845,89.04312512,115.6687745,94.58439834,92.27122978,97.71674758,103.8921248,187.4765419,198.3830837,202.3771557,201.7716804,114.7186427,142.2334266,113.6289618,84.49369389,84.03745433,78.15814568,97.2732828,87.70338359,133.9352588,149.8450395,159.3269429,128.4208722,135.4472963,113.0309932,148.835498,135.7851094,101.2752578,84.30609774,97.92066434,92.07419946,146.0452344,111.3973417,117.3853306,123.3639227,73.73654315,98.24762128,96.30336241,102.6816994,102.9670062,101.0206908,80.91966387,102.6396754,77.18029452,75.95895254,64.70381662,67.45212182
b0583,entD,phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex,8.292202046,12.70588824,9.574529583,8.648132671,10.64074481,8.741484926,9.257376087,11.33368634,13.76946353,10.22593215,14.89893171,7.99095764,5.061116588,6.252018751,12.32121273,2.682339488,14.00624239,4.785192593,11.31084684,8.62656232,10.95833936,11.05414226,17.5636,16.05260903,22.04955986,28.25774829,41.09636884,23.89817925,18.13885214,10.99644753,18.23350301,10.14991175,15.21304525,20.11340893,21.20509197,16.63333789,13.27257777,21.29843538,22.38035887,16.99049702,7.811290123,18.48744669,18.72521147,10.07506016,18.71037443,15.48677673,14.93164999,16.28154665
b0584,fepA,iron-enterobactin outer membrane transporter,23.84008088,26.31933992,17.23415325,15.13423217,11.82304979,15.54041765,16.45755749,13.22263406,8.473516016,11.24852536,14.89893171,22.97400321,13.4963109,4.689014063,17.79730728,18.77637642,14.00624239,14.35557778,27.14603241,17.25312464,18.26389893,14.73885634,23.83631429,18.52224119,17.8496437,31.3974981,27.76781679,24.98446012,15.87149563,10.99644753,24.98665228,19.57482981,19.01630656,18.56622362,20.44776726,14.55417065,19.90886665,25.4207132,23.05855156,22.16151785,9.231524691,23.76957431,22.06899924,9.445368898,24.94716591,26.54876011,22.39747498,23.25935235
b0585,fes,enterobactin/ferric enterobactin esterase,3.109575767,0.907563445,3.829811833,4.324066335,4.729219917,4.856380515,2.057194686,2.833421585,9.532705518,4.090372859,4.966310569,1.99773941,3.374077726,4.689014063,1.369023637,2.682339488,1.750780298,1.595064198,0,2.875520773,2.435186524,2.456476057,5.018171429,2.469632159,1.049979041,8.372666159,4.442850686,8.690246999,3.023142024,0.733096502,2.701259706,4.349962179,3.04260905,3.867963255,6.81592242,6.930557454,2.949461726,5.496370421,7.460119623,7.387172617,3.55058642,4.621861672,2.006272658,1.25938252,7.016390411,3.687327793,8.295361105,3.876558725
b4511,ybdZ,"stimulator of EntF adenylation activity, MbtH-like",0,1.815126891,0,0,0,0,1.028597343,0,2.118379004,0,0,1.99773941,0,0,0,0,0,0,0,0,1.217593262,1.228238029,1.254542857,1.234816079,1.049979041,1.04658327,0,2.17256175,2.267356518,0,0,2.17498109,0.760652263,0,2.27197414,1.386111491,1.474730863,1.374092605,2.034578079,1.477434523,0.710117284,0,2.006272658,0.62969126,2.338796804,5.899724469,0.82953611,2.325935235
b0586,entF,"enterobactin synthase multienzyme complex component, ATP-dependent",63.2280406,54.45380673,52.6599127,61.61794528,47.29219917,57.30529007,41.14389372,49.11264081,51.9002856,66.46855896,55.8709939,67.92313994,50.61116588,28.13408438,31.48754364,41.57626207,71.78199224,38.28154074,67.86508102,48.88385315,94.97227443,93.34609018,80.29074286,76.55859692,36.74926644,39.77016426,35.54280549,42.36495412,40.81241732,33.7224391,37.14232096,33.34971004,49.44239706,44.86837376,44.68215809,45.7416792,31.70671356,30.23003732,35.26602004,39.89073213,42.60703704,41.59675504,30.09408987,37.15178433,73.28229985,67.10936584,89.58989993,108.5436443
